No,Nama Mitra,Link Instagram,Gunung,Jalur via,Nama Paket,Harga Paket,max kuota (harga),Hari,Transportasi PP,Simaksi,Guide,Rumah singgah/Homestay,Makan (sesudah atau Sebelum pendakian),Makan (selama pendakian),Air mineral,P3K standard,Alat Masak,Tenda Toilet,Porter Team,Tenda,alat makan,Dokumentasi,Private/Tidak,Logistik,Coffe Break/Buah,BBM,Tiket,Jeep,Tambahan,Asuransi,Tanggal Trip,Meeting Point
1,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Gede,Putri,A,600000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2024","Cawang Jakarta Timur,Jalan Tol Bogor"
2,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Ciremai,Apuy,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2025","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
3,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Ciremai,Apuy,B,450000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2026","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
4,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Papandayan,Camp David,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2027","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
5,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Papandayan,Camp David,B,475000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2028","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
6,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Merbabu,Selo,A,750000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2029","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
7,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Merbabu,Selo,B,550000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2030","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
8,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Merbabu,Suwanting,A,800000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2031","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
9,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Merbabu,Suwanting,B,575000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2032","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
10,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Prau,Wates,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2033","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
11,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Prau,Wates,B,475000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2034","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
12,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Lawu,Candi Cetho,A,800000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2035","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
13,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Lawu,Candi Cetho,B,600000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2036","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
14,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Slamet,Bambangan,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2037","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
15,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Slamet,Bambangan,B,475000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2038","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
16,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Sumbing,Garung,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2039","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
17,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Sumbing,Garung,B,475000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2040","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
18,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Sindoro,Kledung,A,650000,1,2 hari 1 malam,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2041","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
19,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Sindoro,Kledung,B,475000,1,2 hari 1 malam,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,"7-9 juni, 14-16 juni, 21-23 juni, 28-30 juni, 5-7 juli, 12-14 juli, 19-21 juli, 26-28 juli, 2-4 agustus, 9-11 agustus, 16-18 agustus, 23-25 agustus, 30 agustus-1 september, 6-8 september, 13-15 september, 20-22 september, 27-29 september, 4-6 oktober, 11-13 oktober, 18-20 oktober, 25-27 oktober, 1-3 november, 8-10 november, 15-17 november, 22-24 november, 29 november-1 desember, 6-7 desember, 13-15 desember, 20-22 desember, 27-29 desember 2042","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
20,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Papandayan,Camp David,One Day trip,370000,1,1 hari,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0," 15, 22, 29 juni; 6, 13, 20, 27 juli; 3, 10, 17, 24, 31 agustus; 7, 14, 21, 28 september; 5, 12, 19, 26 oktober; 2, 9, 16, 23, 30 november; 7, 14, 21, 28 desember","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
21,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Salak,Cimelati,One Day trip,375000,1,1 hari,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0," 15, 22, 29 juni; 6, 13, 20, 27 juli; 3, 10, 17, 24, 31 agustus; 7, 14, 21, 28 september; 5, 12, 19, 26 oktober; 2, 9, 16, 23, 30 november; 7, 14, 21, 28 desember","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
22,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Salak,Ajisaka,One Day trip,375000,1,1 hari,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0," 15, 22, 29 juni; 6, 13, 20, 27 juli; 3, 10, 17, 24, 31 agustus; 7, 14, 21, 28 september; 5, 12, 19, 26 oktober; 2, 9, 16, 23, 30 november; 7, 14, 21, 28 desember","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
23,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Kawah ratu,-,One Day trip,300000,1,1 hari,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0," 15, 22, 29 juni; 6, 13, 20, 27 juli; 3, 10, 17, 24, 31 agustus; 7, 14, 21, 28 september; 5, 12, 19, 26 oktober; 2, 9, 16, 23, 30 november; 7, 14, 21, 28 desember","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
24,Jaguar Adventure Indonesia,https://www.instagram.com/jaguaradventureindonesia,Patuha,-,One Day trip,350000,1,1 hari,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0," 15, 22, 29 juni; 6, 13, 20, 27 juli; 3, 10, 17, 24, 31 agustus; 7, 14, 21, 28 september; 5, 12, 19, 26 oktober; 2, 9, 16, 23, 30 november; 7, 14, 21, 28 desember","Depok Jatijajar, Cawang Jakarta Timur, Tol Bekasi Timur/Barat"
25,Bromo Buddies,https://www.instagram.com/bromobuddies,Bromo,-,Non Dokumentasi,275000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,0,setiap hari,Malang Kota
26,Bromo Buddies,https://www.instagram.com/bromobuddies,Bromo,-,Dokumentasi,325000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,-,0,setiap hari,Malang Kota
27,Bromo Buddies,https://www.instagram.com/bromobuddies,Bromo,-,Non Dokumentasi,1500000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,0,setiap hari,Malang Kota
28,Bromo Buddies,https://www.instagram.com/bromobuddies,Bromo,-,Dokumentasi,1800000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,-,0,setiap hari,Malang Kota
29,Bromo Indah Travel,https://www.instagram.com/bromoindahtravel/,Bromo,-,Non Dokumentasi (Private),1300000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-,1,setiap hari,Malang Kota
30,Bromo Indah Travel,https://www.instagram.com/bromoindahtravel/,Bromo,-,Open Trip,250000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,1,setiap hari,Malang Kota
31,Voyager Travel,https://www.instagram.com/voyagertravel.id/,Sumbing,Kaliangkrik,Open Trip,480000,1,2 hari,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,-,0,22-23 Juni 2024,Basecamp Kaliangkrik
32,Sahabat Petualang Banjarnegara,https://www.instagram.com/sahabatpetualang.banjarnegara/,Prau,Semua Jalur,Luxury (Basecamp),799000,1,2 hari 1 malam,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,"Lampu tenda, BBQ, Meja dan kursi, Sovernir( kaos, stiker, cangkir) sertifikat pendakian, Dekorasi Camping,",0,setiap hari,Basecamp
33,Sahabat Petualang Banjarnegara,https://www.instagram.com/sahabatpetualang.banjarnegara/,Prau,Semua Jalur,Luxury (Jakarta),1599000,1,2 hari 1 malam,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,"Lampu tenda, BBQ, Meja dan kursi, Sovernir( kaos, stiker, cangkir) sertifikat pendakian, Dekorasi Camping,",0,setiap hari,Jakarta
34,Aksa Trip,https://www.instagram.com/aksatatrip/,Kawah Ijen,Paltuding,Open Trip,325000,1,2 hari,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-,0,"15-16 Juni, 29-30 Juni, 6-7 Juli, 20-21 Juli","Jombang, Mojokerto, Sidoarjo"
35,Hexa Trip,https://www.instagram.com/hexa.trip/,Lawu,Cetho,A,570000,1,3 hari,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
36,Hexa Trip,https://www.instagram.com/hexa.trip/,Lawu,Cetho,B,790000,1,3 hari,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"Puding, Merchandise",0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
37,Hexa Trip,https://www.instagram.com/hexa.trip/,Sumbing,Garung,A,475000,1,3 hari,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
38,Hexa Trip,https://www.instagram.com/hexa.trip/,Sumbing,Garung,B,675000,1,3 hari,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"Puding, Merchandise",0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
39,Hexa Trip,https://www.instagram.com/hexa.trip/,Sindoro,Kleding,A,475000,1,3 hari,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
40,Hexa Trip,https://www.instagram.com/hexa.trip/,Sindoro,Kleding,B,675000,1,3 hari,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"Puding, Merchandise",0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
41,Hexa Trip,https://www.instagram.com/hexa.trip/,Prau,Wates,A,475000,1,3 hari,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
42,Hexa Trip,https://www.instagram.com/hexa.trip/,Prau,Wates,B,675000,1,3 hari,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"Puding, Merchandise",0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
43,Hexa Trip,https://www.instagram.com/hexa.trip/,Merbabu,Selo,A,530000,1,3 hari,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
44,Hexa Trip,https://www.instagram.com/hexa.trip/,Merbabu,Selo,B,775000,1,3 hari,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"Puding, Merchandise",0,7-9 Juni,"Jakarta UKI, Bekasi, Cikarang, Karawang, Cirebon"
45,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Sindoro,-,Two day Trip,1500000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
46,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Slamet,-,Two day Trip,1800000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
47,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Lawu,,Two day Trip,1750000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
48,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Sumbing,-,Two day Trip,1500000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
49,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Prau,-,Two day Trip,800000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
50,Agun Adventure,https://www.instagram.com/agunadv_katalog/,Merbabu,-,Two day Trip,1700000,1,2 hari,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,-,1,setiap hari,Basecamp
51,Bromo Nation,https://www.instagram.com/bromonation_/,Bromo,-,Dokumentasi (open),300000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Parkir,0,setiap hari,Penginapan
52,Bromo Nation,https://www.instagram.com/bromonation_/,Bromo,-,Non Dokumentasi (open),250000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Parkir,0,setiap hari,Penginapan
53,Bromo Nation,https://www.instagram.com/bromonation_/,Bromo,-,Dokumentasi (private),1500000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Parkir,0,setiap hari,Penginapan
54,Bromo Nation,https://www.instagram.com/bromonation_/,Bromo,-,Non Dokumentasi (Private),1300000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Parkir,0,setiap hari,Penginapan
55,PTA Cianjur,https://www.instagram.com/jadwaltrip.ptacianjur/,Kerinci,Kersik Tuo,Open Trip,1600000,1,7 hari,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"stiker/ganci, sertifikat, pusat oleh-oleh, doorprize",0,12-19 agustus,"Bandung, Cianjur, Sukabumi, Bogor, RS UKI-Cawang (Jkt), Bekasi KM 19, Cikopo KM 188, Basecamp"
56,PTA Cianjur,https://www.instagram.com/jadwaltrip.ptacianjur/,Sindoro,Kledung,Open Trip,470000,1,3 hari,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"stiker/ganci, sertifikat, pusat oleh-oleh, doorprize",0,16-18 agustus,"Bandung, Cianjur, Sukabumi, Bogor, RS UKI-Cawang (Jkt), Bekasi KM 19, Cikopo KM 188, Basecamp"
57,PTA Cianjur,https://www.instagram.com/jadwaltrip.ptacianjur/,Sumbing,Batursari,Open Trip,470000,1,3 hari,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"stiker/ganci, sertifikat, pusat oleh-oleh, doorprize",0,16-18 agustus,"Bandung, Cianjur, Sukabumi, Bogor, RS UKI-Cawang (Jkt), Bekasi KM 19, Cikopo KM 188, Basecamp"
58,PTA Cianjur,https://www.instagram.com/jadwaltrip.ptacianjur/,Prau,Wates,Open Trip,470000,1,3 hari,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"stiker/ganci, sertifikat, pusat oleh-oleh, doorprize",0,16-18 agustus,"Bandung, Cianjur, Sukabumi, Bogor, RS UKI-Cawang (Jkt), Bekasi KM 19, Cikopo KM 188, Basecamp"
